User_ID,Date,Time,Meal_Type,Carbs_Intake
1,8/21/2023,12:02,Dinner,61
1,8/21/2023,11:08,Dinner,60
1,8/21/2023,12:38,Dinner,93
1,8/21/2023,11:25,Lunch,73
1,8/22/2023,9:54,Snack,96
1,8/22/2023,14:26,Dinner,49
1,8/23/2023,6:22,Breakfast,51
1,8/23/2023,10:50,Lunch,86
1,8/23/2023,15:58,Dinner,75
1,8/23/2023,17:21,Breakfast,69
1,8/24/2023,18:34,Dinner,44
1,8/24/2023,17:15,Dinner,99
1,8/25/2023,14:49,Dinner,48
1,8/25/2023,10:20,Lunch,55
1,8/25/2023,11:52,Dinner,86
1,8/26/2023,7:40,Dinner,57
1,8/26/2023,21:41,Breakfast,73
1,8/26/2023,18:21,Dinner,56
1,8/27/2023,8:46,Snack,64
1,8/27/2023,20:49,Snack,58
1,8/28/2023,11:14,Lunch,82
1,8/28/2023,21:35,Breakfast,61
1,8/28/2023,9:38,Dinner,62
1,8/29/2023,17:17,Lunch,42
1,8/29/2023,16:25,Dinner,61
1,8/29/2023,7:04,Dinner,35
1,8/30/2023,14:01,Dinner,50
1,8/30/2023,18:43,Lunch,79
1,9/1/2023,20:46,Breakfast,66
1,9/1/2023,14:31,Lunch,46
1,9/1/2023,6:35,Dinner,90
1,9/2/2023,17:32,Snack,34
1,9/2/2023,10:13,Dinner,96
1,9/3/2023,11:44,Breakfast,43
1,9/3/2023,10:35,Dinner,93
1,9/4/2023,15:00,Lunch,50
1,9/4/2023,9:55,Dinner,50
1,9/5/2023,10:06,Lunch,45
1,9/5/2023,16:12,Snack,53
1,9/5/2023,10:07,Dinner,71
1,9/5/2023,10:07,Snack,80
1,9/6/2023,9:25,Lunch,61
1,9/6/2023,13:47,Dinner,61
1,9/7/2023,12:19,Dinner,86
1,9/7/2023,9:55,Dinner,44
1,9/8/2023,11:31,Breakfast,56
1,9/8/2023,6:23,Lunch,32
1,9/8/2023,21:27,Lunch,47
1,9/8/2023,21:41,Breakfast,55
1,9/9/2023,14:46,Breakfast,92
1,9/9/2023,10:07,Lunch,62
1,9/9/2023,21:40,Lunch,87
1,9/10/2023,12:36,Snack,51
1,9/10/2023,8:54,Snack,91
1,9/11/2023,11:23,Snack,66
1,9/11/2023,11:18,Lunch,42
1,9/11/2023,16:10,Snack,58
1,9/12/2023,10:04,Snack,57
1,9/12/2023,10:26,Breakfast,96
1,9/13/2023,8:25,Breakfast,39
1,9/13/2023,17:43,Snack,44
1,9/13/2023,8:04,Dinner,79
1,9/14/2023,14:53,Snack,90
1,9/14/2023,18:50,Breakfast,40
1,9/14/2023,9:44,Dinner,84
1,9/15/2023,20:08,Dinner,89
1,9/15/2023,21:50,Lunch,69
1,9/15/2023,8:59,Breakfast,38
1,9/16/2023,10:09,Lunch,34
1,9/16/2023,7:56,Dinner,46
1,9/16/2023,21:46,Snack,48
1,9/17/2023,17:38,Snack,41
1,9/17/2023,14:46,Snack,31
1,9/17/2023,10:09,Breakfast,66
1,9/18/2023,20:27,Dinner,54
1,9/18/2023,10:42,Snack,45
1,9/18/2023,9:10,Breakfast,44
1,9/19/2023,7:05,Lunch,37
1,9/19/2023,21:57,Snack,31
1,9/20/2023,14:29,Lunch,99
1,9/20/2023,16:48,Lunch,56
1,9/21/2023,20:56,Dinner,91
1,9/21/2023,12:17,Lunch,74
1,9/21/2023,15:01,Dinner,32
1,9/21/2023,8:26,Dinner,91
1,9/22/2023,6:08,Dinner,79
1,9/22/2023,21:15,Snack,46
1,9/22/2023,16:05,Lunch,55
1,9/23/2023,7:50,Breakfast,45
1,9/23/2023,15:25,Snack,89
1,9/24/2023,16:13,Lunch,57
1,9/24/2023,19:28,Dinner,55
1,9/24/2023,7:39,Lunch,71
1,9/25/2023,15:25,Breakfast,90
1,9/25/2023,21:29,Snack,51
1,9/25/2023,20:51,Snack,44
1,9/25/2023,17:46,Breakfast,89
1,9/26/2023,17:36,Snack,72
1,9/26/2023,12:29,Snack,86
1,9/27/2023,9:45,Breakfast,41
1,9/27/2023,17:46,Snack,40
1,9/27/2023,20:30,Lunch,49
1,9/27/2023,13:37,Lunch,41
1,9/28/2023,9:23,Lunch,72
1,9/28/2023,7:32,Lunch,53
1,9/29/2023,7:45,Snack,43
1,9/29/2023,8:08,Breakfast,79
1,9/29/2023,14:24,Lunch,60
1,9/29/2023,11:06,Breakfast,87
1,9/30/2023,9:50,Lunch,33
1,9/30/2023,17:48,Lunch,61
1,9/30/2023,7:05,Lunch,72
1,9/30/2023,11:56,Lunch,83
1,10/1/2023,21:31,Breakfast,97
1,10/1/2023,14:56,Lunch,32
1,10/2/2023,10:31,Lunch,37
1,10/2/2023,18:09,Lunch,54
1,10/2/2023,17:49,Lunch,31
1,10/3/2023,9:14,Snack,63
1,10/3/2023,14:19,Snack,56
1,10/3/2023,19:01,Lunch,38
1,10/3/2023,8:04,Lunch,96
1,10/4/2023,18:26,Snack,34
1,10/4/2023,17:00,Breakfast,63
1,10/5/2023,13:36,Snack,39
1,10/5/2023,11:28,Breakfast,64
1,10/5/2023,20:38,Snack,46
1,10/6/2023,13:08,Lunch,48
1,10/6/2023,10:24,Dinner,32
1,10/7/2023,14:53,Dinner,83
1,10/7/2023,16:50,Snack,77
1,10/7/2023,8:02,Snack,45
1,10/8/2023,21:25,Lunch,34
1,10/8/2023,15:08,Dinner,56
1,10/8/2023,6:42,Dinner,38
1,10/9/2023,18:25,Breakfast,93
1,10/9/2023,9:48,Dinner,65
1,10/9/2023,15:32,Dinner,83
1,10/9/2023,16:42,Snack,44
1,10/10/2023,14:31,Breakfast,41
1,10/10/2023,19:45,Dinner,60
1,10/10/2023,21:44,Dinner,93
1,10/11/2023,17:52,Breakfast,38
1,10/11/2023,11:24,Dinner,77
1,10/11/2023,18:32,Breakfast,58
1,10/11/2023,17:05,Breakfast,80
1,10/12/2023,11:55,Dinner,30
1,10/12/2023,20:38,Snack,87
1,10/12/2023,8:59,Lunch,45
1,10/12/2023,12:50,Dinner,89
1,10/13/2023,11:37,Breakfast,41
1,10/13/2023,20:28,Snack,64
1,10/14/2023,13:06,Lunch,80
1,10/14/2023,17:05,Lunch,90
1,10/14/2023,20:46,Dinner,34
1,10/14/2023,18:27,Breakfast,58
1,10/15/2023,7:36,Snack,83
1,10/15/2023,7:20,Breakfast,67
1,10/16/2023,16:40,Breakfast,83
1,10/16/2023,7:26,Breakfast,39
1,10/16/2023,16:17,Snack,55
1,10/17/2023,20:52,Snack,80
1,10/17/2023,20:47,Snack,46
1,10/18/2023,17:20,Lunch,76
1,10/18/2023,19:02,Dinner,84
1,10/18/2023,20:00,Dinner,56
1,10/18/2023,19:08,Lunch,83
1,10/19/2023,6:05,Dinner,43
1,10/19/2023,8:35,Snack,44
1,10/20/2023,6:09,Breakfast,95
1,10/20/2023,19:17,Dinner,37
1,10/20/2023,14:34,Lunch,30
1,10/21/2023,6:52,Snack,58
1,10/21/2023,17:34,Snack,62
1,10/22/2023,21:00,Breakfast,61
1,10/22/2023,8:39,Breakfast,60
1,10/23/2023,10:38,Snack,64
1,10/23/2023,13:04,Lunch,62
1,10/23/2023,20:00,Snack,91
1,10/24/2023,8:05,Breakfast,32
1,10/24/2023,7:33,Dinner,76
1,10/24/2023,10:45,Breakfast,34
1,10/24/2023,14:07,Snack,84
1,10/25/2023,19:30,Breakfast,77
1,10/25/2023,13:54,Breakfast,83
1,10/25/2023,17:17,Snack,47
1,10/25/2023,21:25,Lunch,59
1,10/26/2023,8:56,Snack,90
1,10/26/2023,20:28,Breakfast,60
1,10/26/2023,18:33,Lunch,40
1,10/26/2023,11:12,Breakfast,36
1,10/27/2023,13:57,Snack,89
1,10/27/2023,11:23,Breakfast,69
1,10/27/2023,16:45,Lunch,48
1,10/27/2023,18:42,Lunch,59
1,10/28/2023,14:41,Breakfast,31
1,10/28/2023,13:34,Lunch,51
1,10/29/2023,15:07,Breakfast,79
1,10/29/2023,10:02,Snack,41
1,10/30/2023,21:09,Snack,79
1,10/30/2023,15:52,Snack,58
1,10/30/2023,21:07,Snack,56
1,10/30/2023,17:05,Snack,66
1,11/1/2023,11:16,Breakfast,76
1,11/1/2023,16:00,Breakfast,50
1,11/1/2023,18:48,Dinner,78
1,11/2/2023,14:46,Lunch,47
1,11/2/2023,14:59,Dinner,37
1,11/3/2023,20:05,Snack,77
1,11/3/2023,7:58,Dinner,69
1,11/4/2023,11:17,Dinner,48
1,11/4/2023,9:38,Breakfast,91
1,11/4/2023,12:58,Breakfast,76
1,11/5/2023,7:31,Snack,96
1,11/5/2023,9:01,Snack,46
1,11/5/2023,9:13,Lunch,72
1,11/6/2023,21:40,Snack,32
1,11/6/2023,6:42,Dinner,77
1,11/6/2023,15:00,Breakfast,35
1,11/7/2023,10:36,Breakfast,89
1,11/7/2023,20:49,Snack,30
1,11/8/2023,19:29,Lunch,35
1,11/8/2023,10:41,Snack,61
1,11/8/2023,18:35,Lunch,56
1,11/9/2023,14:44,Lunch,36
1,11/9/2023,11:02,Snack,90
1,11/10/2023,7:10,Snack,30
1,11/10/2023,8:12,Dinner,49
1,11/10/2023,21:18,Dinner,35
1,11/11/2023,18:46,Lunch,89
1,11/11/2023,6:07,Dinner,73
1,11/11/2023,17:10,Lunch,94
1,11/11/2023,18:39,Snack,48
1,11/12/2023,17:55,Lunch,85
1,11/12/2023,18:29,Snack,59
1,11/12/2023,19:51,Snack,71
1,11/13/2023,10:16,Snack,77
1,11/13/2023,19:59,Snack,95
1,11/13/2023,11:36,Snack,61
1,11/13/2023,13:57,Dinner,59
1,11/14/2023,16:29,Lunch,42
1,11/14/2023,18:51,Lunch,54
1,11/15/2023,16:23,Dinner,92
1,11/15/2023,18:46,Dinner,80
1,11/15/2023,11:21,Snack,98
1,11/15/2023,8:46,Lunch,77
1,11/16/2023,18:45,Snack,31
1,11/16/2023,17:47,Lunch,83
1,11/17/2023,18:31,Lunch,92
1,11/17/2023,7:29,Breakfast,32
1,11/17/2023,7:39,Dinner,52
1,11/17/2023,9:50,Dinner,66
1,11/18/2023,18:58,Breakfast,37
1,11/18/2023,7:24,Snack,70
1,11/18/2023,16:41,Dinner,86
1,11/18/2023,10:26,Lunch,46
1,11/19/2023,13:00,Snack,95
1,11/19/2023,14:25,Breakfast,85
1,11/19/2023,17:19,Lunch,88
1,11/20/2023,17:10,Snack,96
1,11/20/2023,13:50,Dinner,67
1,11/21/2023,13:52,Breakfast,49
1,11/21/2023,8:59,Snack,30
1,11/21/2023,21:30,Breakfast,76
1,11/22/2023,20:39,Dinner,97
1,11/22/2023,14:19,Snack,81
1,11/22/2023,19:57,Dinner,99
1,11/22/2023,9:00,Lunch,49
1,11/23/2023,8:13,Breakfast,62
1,11/23/2023,11:05,Dinner,41
1,11/23/2023,12:03,Breakfast,90
1,11/23/2023,9:53,Lunch,63
1,11/24/2023,8:24,Lunch,78
1,11/24/2023,18:52,Snack,63
1,11/25/2023,8:11,Lunch,93
1,11/25/2023,8:30,Lunch,92
1,11/25/2023,12:51,Dinner,97
1,11/25/2023,10:25,Snack,30
1,11/26/2023,20:50,Dinner,48
1,11/26/2023,18:52,Lunch,56
1,11/26/2023,20:59,Breakfast,61
1,11/26/2023,6:10,Dinner,98
1,11/27/2023,18:40,Snack,96
1,11/27/2023,7:52,Snack,50
1,11/27/2023,11:06,Lunch,92
1,11/27/2023,8:33,Lunch,39
1,11/28/2023,12:38,Dinner,34
1,11/28/2023,14:12,Dinner,73
1,11/28/2023,18:31,Lunch,53
1,11/28/2023,7:01,Snack,48
1,11/29/2023,10:36,Dinner,75
1,11/29/2023,14:42,Snack,35
1,11/29/2023,15:29,Lunch,71
1,11/30/2023,21:26,Snack,98
1,11/30/2023,8:21,Snack,40
1,11/30/2023,12:10,Breakfast,61
1,11/30/2023,21:11,Dinner,91
1,12/1/2023,14:06,Lunch,66
1,12/1/2023,13:22,Dinner,77
1,12/2/2023,21:05,Dinner,98
1,12/2/2023,17:28,Dinner,31
1,12/2/2023,21:58,Breakfast,87
1,12/2/2023,10:58,Lunch,64
1,12/3/2023,11:57,Breakfast,58
1,12/3/2023,9:53,Snack,36
1,12/3/2023,18:26,Snack,93
1,12/4/2023,21:58,Breakfast,65
1,12/4/2023,19:58,Snack,99
1,12/4/2023,11:16,Snack,98
1,12/4/2023,9:47,Snack,82
1,12/5/2023,19:09,Snack,98
1,12/5/2023,16:53,Snack,40
1,12/5/2023,7:06,Breakfast,37
1,12/5/2023,7:26,Breakfast,67
1,12/6/2023,9:55,Breakfast,52
1,12/6/2023,20:52,Lunch,61
1,12/7/2023,18:28,Breakfast,92
1,12/7/2023,17:30,Lunch,70
1,12/7/2023,14:52,Snack,48
1,12/7/2023,9:10,Breakfast,77
1,12/8/2023,14:55,Lunch,87
1,12/8/2023,9:34,Lunch,86
1,12/9/2023,16:18,Breakfast,77
1,12/9/2023,7:55,Snack,52
1,12/9/2023,10:37,Snack,47
1,12/10/2023,7:13,Snack,42
1,12/10/2023,10:32,Breakfast,48
1,12/10/2023,8:52,Lunch,52
1,12/10/2023,15:33,Snack,40
1,12/11/2023,13:25,Lunch,75
1,12/11/2023,21:21,Snack,44
1,12/11/2023,13:12,Snack,74
1,12/12/2023,16:00,Dinner,49
1,12/12/2023,21:14,Lunch,44
1,12/12/2023,11:36,Lunch,75
1,12/13/2023,8:06,Breakfast,62
1,12/13/2023,10:41,Breakfast,87
1,12/14/2023,18:52,Lunch,97
1,12/14/2023,20:07,Snack,98
1,12/15/2023,18:25,Breakfast,36
1,12/15/2023,16:55,Dinner,82
1,12/16/2023,14:08,Snack,35
1,12/16/2023,11:31,Lunch,65
1,12/16/2023,21:53,Snack,96
1,12/17/2023,6:52,Dinner,74
1,12/17/2023,18:19,Breakfast,94
1,12/18/2023,12:56,Breakfast,85
1,12/18/2023,15:30,Lunch,63
1,12/18/2023,21:39,Breakfast,87
1,12/19/2023,15:37,Lunch,39
1,12/19/2023,9:17,Dinner,52
1,12/19/2023,15:25,Breakfast,80
1,12/20/2023,10:10,Breakfast,48
1,12/20/2023,11:55,Snack,97
1,12/20/2023,6:59,Snack,71
1,12/21/2023,20:27,Lunch,83
1,12/21/2023,19:27,Lunch,51
1,12/22/2023,17:07,Lunch,74
1,12/22/2023,10:16,Dinner,39
1,12/22/2023,8:16,Lunch,61
1,12/22/2023,7:00,Snack,57
1,12/23/2023,16:55,Lunch,32
1,12/23/2023,10:39,Dinner,59
1,12/23/2023,9:57,Snack,69
1,12/23/2023,19:16,Dinner,70
1,12/24/2023,10:48,Snack,93
1,12/24/2023,18:38,Dinner,66
1,12/24/2023,16:18,Dinner,64
1,12/24/2023,18:07,Dinner,81
1,12/25/2023,16:45,Dinner,76
1,12/25/2023,15:17,Breakfast,60
1,12/26/2023,8:22,Dinner,56
1,12/26/2023,12:28,Breakfast,30
1,12/26/2023,17:39,Dinner,65
1,12/26/2023,16:48,Lunch,35
1,12/27/2023,21:18,Snack,38
1,12/27/2023,16:49,Dinner,77
1,12/27/2023,18:48,Lunch,61
1,12/27/2023,7:55,Breakfast,38
1,12/28/2023,20:25,Lunch,54
1,12/28/2023,18:00,Snack,37
1,12/29/2023,17:08,Breakfast,83
1,12/29/2023,18:57,Lunch,39
1,12/29/2023,16:05,Lunch,48
1,12/30/2023,21:08,Snack,61
1,12/30/2023,19:54,Snack,45
1,12/30/2023,15:07,Snack,60
1,2023-13-01,17:30,Snack,90
1,2023-13-01,8:53,Lunch,54
1,2023-13-01,15:59,Breakfast,82
2,7/2/2023,8:35,Dinner,70
2,7/2/2023,8:01,Snack,56
2,7/3/2023,17:29,Dinner,32
2,7/3/2023,6:03,Snack,74
2,7/4/2023,15:00,Snack,50
2,7/4/2023,12:11,Dinner,47
2,7/5/2023,15:26,Dinner,47
2,7/5/2023,12:28,Dinner,30
2,7/5/2023,8:19,Snack,32
2,7/5/2023,21:44,Snack,37
2,7/6/2023,18:52,Breakfast,87
2,7/6/2023,12:02,Dinner,43
2,7/7/2023,13:43,Breakfast,36
2,7/7/2023,11:13,Lunch,81
2,7/7/2023,14:00,Lunch,78
2,7/8/2023,10:39,Dinner,64
2,7/8/2023,17:16,Breakfast,98
2,7/8/2023,16:33,Dinner,38
2,7/8/2023,6:40,Snack,90
2,7/9/2023,11:18,Lunch,35
2,7/9/2023,10:08,Lunch,73
2,7/9/2023,12:02,Breakfast,91
2,7/10/2023,15:07,Dinner,50
2,7/10/2023,21:11,Dinner,34
2,7/11/2023,6:40,Breakfast,75
2,7/11/2023,11:08,Breakfast,53
2,7/12/2023,12:46,Snack,38
2,7/12/2023,6:27,Dinner,95
2,7/13/2023,14:04,Dinner,88
2,7/13/2023,11:42,Breakfast,47
2,7/13/2023,8:19,Snack,49
2,7/13/2023,9:05,Dinner,78
2,7/14/2023,9:31,Breakfast,94
2,7/14/2023,20:46,Snack,57
2,7/14/2023,8:36,Breakfast,66
2,7/14/2023,19:20,Lunch,77
2,7/15/2023,12:14,Breakfast,99
2,7/15/2023,13:10,Lunch,64
2,7/15/2023,16:02,Lunch,30
2,7/16/2023,9:27,Lunch,62
2,7/16/2023,19:45,Breakfast,92
2,7/16/2023,11:45,Lunch,60
2,7/16/2023,8:15,Breakfast,60
2,7/17/2023,6:46,Snack,95
2,7/17/2023,17:34,Breakfast,61
2,7/18/2023,8:42,Snack,59
2,7/18/2023,8:26,Dinner,58
2,7/19/2023,20:53,Lunch,88
2,7/19/2023,7:40,Dinner,99
2,7/20/2023,12:02,Lunch,95
2,7/20/2023,15:54,Breakfast,85
2,7/20/2023,10:51,Snack,88
2,7/20/2023,12:19,Snack,68
2,7/21/2023,8:32,Dinner,66
2,7/21/2023,8:22,Snack,33
2,7/22/2023,14:23,Lunch,97
2,7/22/2023,8:40,Dinner,52
2,7/22/2023,10:09,Snack,46
2,7/23/2023,7:35,Lunch,54
2,7/23/2023,6:17,Dinner,38
2,7/23/2023,19:22,Dinner,82
2,7/24/2023,12:15,Breakfast,67
2,7/24/2023,14:59,Dinner,66
2,7/24/2023,18:35,Dinner,32
2,7/25/2023,14:06,Dinner,48
2,7/25/2023,9:02,Dinner,86
2,7/26/2023,8:05,Dinner,41
2,7/26/2023,6:57,Lunch,42
2,7/26/2023,9:06,Snack,83
2,7/26/2023,21:45,Lunch,86
2,7/27/2023,6:08,Snack,65
2,7/27/2023,14:30,Breakfast,32
2,7/28/2023,10:32,Breakfast,99
2,7/28/2023,20:51,Dinner,78
2,7/28/2023,14:14,Breakfast,90
2,7/28/2023,21:20,Dinner,76
2,7/29/2023,19:44,Snack,50
2,7/29/2023,16:57,Lunch,53
2,7/29/2023,17:32,Lunch,48
2,7/29/2023,10:41,Snack,85
2,7/30/2023,21:52,Breakfast,43
2,7/30/2023,9:57,Breakfast,48
2,7/30/2023,13:08,Dinner,57
2,7/30/2023,11:54,Lunch,41
2,8/1/2023,11:31,Lunch,60
2,8/1/2023,17:49,Lunch,54
2,8/2/2023,9:25,Snack,82
2,8/2/2023,13:11,Snack,46
2,8/2/2023,12:03,Dinner,96
2,8/3/2023,15:22,Lunch,70
2,8/3/2023,21:36,Lunch,56
2,8/3/2023,13:17,Snack,75
2,8/3/2023,11:46,Snack,91
2,8/4/2023,18:19,Dinner,30
2,8/4/2023,21:39,Lunch,70
2,8/4/2023,13:00,Snack,43
2,8/4/2023,11:37,Breakfast,95
2,8/5/2023,6:30,Breakfast,67
2,8/5/2023,20:28,Breakfast,91
2,8/5/2023,18:24,Dinner,66
2,8/6/2023,17:52,Snack,73
2,8/6/2023,18:41,Snack,58
2,8/6/2023,6:29,Lunch,73
2,8/7/2023,18:31,Lunch,42
2,8/7/2023,9:19,Breakfast,76
2,8/8/2023,9:49,Breakfast,66
2,8/8/2023,19:47,Snack,89
2,8/9/2023,17:52,Lunch,48
2,8/9/2023,14:48,Dinner,89
2,8/10/2023,17:54,Lunch,85
2,8/10/2023,18:28,Lunch,64
2,8/10/2023,13:57,Snack,52
2,8/11/2023,16:46,Dinner,92
2,8/11/2023,6:46,Dinner,64
2,8/12/2023,14:52,Snack,65
2,8/12/2023,8:50,Breakfast,38
2,8/12/2023,15:22,Snack,54
2,8/13/2023,17:55,Dinner,56
2,8/13/2023,16:26,Dinner,45
2,8/14/2023,11:16,Breakfast,88
2,8/14/2023,19:30,Breakfast,84
2,8/14/2023,20:35,Lunch,70
2,8/14/2023,12:29,Dinner,66
2,8/15/2023,10:10,Breakfast,36
2,8/15/2023,21:37,Breakfast,35
2,8/15/2023,21:18,Snack,54
2,8/15/2023,18:26,Snack,53
2,8/16/2023,7:42,Lunch,48
2,8/16/2023,9:19,Snack,95
2,8/16/2023,11:33,Dinner,34
2,8/16/2023,18:48,Dinner,31
2,8/17/2023,20:54,Breakfast,96
2,8/17/2023,20:34,Snack,38
2,8/18/2023,6:54,Snack,71
2,8/18/2023,16:00,Snack,99
2,8/18/2023,20:26,Dinner,52
2,8/19/2023,15:19,Dinner,85
2,8/19/2023,13:31,Lunch,75
2,8/19/2023,7:42,Dinner,73
2,8/19/2023,20:30,Breakfast,43
2,8/20/2023,19:18,Breakfast,72
2,8/20/2023,11:46,Lunch,48
2,8/21/2023,19:34,Breakfast,66
2,8/21/2023,17:49,Breakfast,57
2,8/22/2023,21:13,Snack,50
2,8/22/2023,6:48,Snack,78
2,8/23/2023,10:50,Lunch,74
2,8/23/2023,18:07,Breakfast,93
2,8/23/2023,17:23,Dinner,61
2,8/23/2023,11:34,Lunch,32
2,8/24/2023,21:10,Lunch,97
2,8/24/2023,9:05,Lunch,61
2,8/24/2023,7:23,Lunch,51
2,8/25/2023,14:39,Breakfast,75
2,8/25/2023,12:45,Dinner,67
2,8/26/2023,9:00,Lunch,59
2,8/26/2023,16:01,Lunch,40
2,8/27/2023,18:04,Breakfast,49
2,8/27/2023,13:35,Dinner,99
2,8/27/2023,15:07,Snack,87
2,8/28/2023,7:37,Dinner,34
2,8/28/2023,17:04,Snack,78
2,8/28/2023,16:51,Breakfast,75
2,8/29/2023,13:55,Snack,90
2,8/29/2023,9:43,Dinner,92
2,8/30/2023,16:36,Dinner,36
2,8/30/2023,21:38,Snack,90
2,9/1/2023,16:46,Breakfast,50
2,9/1/2023,13:59,Dinner,55
2,9/2/2023,8:11,Lunch,76
