User_ID,Date,Time,Exercise_Type,Exercise_Duration
1,2023-10-07,15:12,Cardio,29
1,2023-10-08,09:45,Strength,48
1,2023-10-09,19:02,HIIT,34
1,2023-10-10,11:18,Strength,42
1,2023-10-11,10:01,Cardio,26
1,2023-10-13,20:05,Yoga,39
1,2023-10-14,08:32,Cardio,26
1,2023-10-15,05:04,Strength,24
1,2023-10-16,20:57,HIIT,29
1,2023-10-18,19:10,Strength,54
1,2023-10-19,14:37,Strength,25
1,2023-10-20,18:31,Yoga,55
1,2023-10-21,05:22,Strength,58
1,2023-10-23,07:56,HIIT,22
1,2023-10-24,18:10,Cardio,47
1,2023-10-26,14:45,Yoga,35
1,2023-10-27,06:56,Strength,20
1,2023-10-28,13:05,Yoga,45
1,2023-10-29,19:22,Cardio,24
1,2023-10-30,08:40,Strength,35
1,2023-11-01,20:12,Yoga,20
1,2023-11-03,14:38,Strength,56
1,2023-11-04,09:13,Strength,24
1,2023-11-05,12:04,Cardio,47
1,2023-11-06,07:22,HIIT,26
1,2023-11-07,16:40,Cardio,54
1,2023-11-09,06:53,Strength,38
1,2023-11-12,13:47,Cardio,33
1,2023-11-13,07:43,Strength,57
1,2023-11-14,12:03,HIIT,55
1,2023-11-16,20:28,Strength,42
1,2023-11-18,19:58,HIIT,33
1,2023-11-20,08:40,Yoga,35
1,2023-11-23,13:59,Strength,59
1,2023-11-25,13:21,HIIT,29
1,2023-11-28,12:24,Cardio,25
1,2023-11-29,18:29,Strength,50
1,2023-11-30,10:00,Strength,46
1,2023-12-05,10:13,Cardio,36
1,2023-12-06,18:53,Strength,51
1,2023-12-07,16:43,Cardio,44
1,2023-12-08,17:01,HIIT,40
1,2023-12-09,07:27,Yoga,44
1,2023-12-11,11:32,HIIT,40
1,2023-12-13,07:29,Strength,21
1,2023-12-14,18:38,Strength,46
1,2023-12-16,05:17,Yoga,39
1,2023-12-17,20:03,Strength,51
1,2023-12-18,15:48,Strength,57
1,2023-12-19,13:07,Cardio,26
1,2023-12-20,11:30,Strength,29
1,2023-12-21,08:04,Yoga,47
1,2023-12-22,16:34,Cardio,43
1,2023-12-23,11:06,Cardio,45
1,2023-12-25,20:03,HIIT,54
1,2023-12-26,10:50,HIIT,49
1,2023-13-01,16:12,HIIT,54
2,2023-07-03,19:16,Strength,45
2,2023-07-04,17:49,Cardio,47
2,2023-07-06,16:08,Yoga,42
2,2023-07-07,12:45,Yoga,58
2,2023-07-08,08:26,Yoga,59
2,2023-07-09,15:48,Yoga,29
2,2023-07-10,18:07,Yoga,54
2,2023-07-12,10:13,HIIT,35
2,2023-07-13,20:16,Yoga,41
2,2023-07-14,09:02,HIIT,47
2,2023-07-15,16:29,Yoga,47
2,2023-07-16,07:35,Strength,58
2,2023-07-19,12:03,Yoga,43
2,2023-07-20,18:14,Cardio,20
2,2023-07-22,06:34,Strength,23
2,2023-07-23,09:50,Cardio,20
2,2023-07-25,07:02,Cardio,26
2,2023-07-26,06:22,Cardio,52
2,2023-07-27,19:56,HIIT,34
2,2023-07-28,05:18,Cardio,33
2,2023-07-30,13:15,Strength,36
2,2023-08-01,09:09,Strength,41
2,2023-08-03,12:16,HIIT,44
2,2023-08-04,07:30,HIIT,41
2,2023-08-05,07:37,Strength,25
2,2023-08-06,18:11,Cardio,56
2,2023-08-08,06:49,Cardio,22
2,2023-08-09,09:24,Cardio,31
2,2023-08-10,17:31,Cardio,59
2,2023-08-11,13:50,Strength,49
2,2023-08-12,07:41,Strength,44
2,2023-08-15,13:44,Cardio,30
2,2023-08-16,15:50,Yoga,36
2,2023-08-17,13:01,HIIT,50
2,2023-08-18,05:12,HIIT,52
2,2023-08-19,05:32,HIIT,37
2,2023-08-20,07:27,HIIT,37
2,2023-08-21,18:15,HIIT,53
2,2023-08-23,07:02,Strength,34
2,2023-08-24,19:28,Yoga,38
2,2023-08-25,13:00,Yoga,57
2,2023-08-26,20:06,Cardio,59
2,2023-08-28,12:24,Strength,27
2,2023-08-29,19:19,HIIT,25
2,2023-09-02,06:48,Cardio,45
2,2023-09-03,19:52,Yoga,50
2,2023-09-05,13:18,HIIT,59
2,2023-09-07,17:48,Yoga,56
2,2023-09-11,17:52,Strength,23
2,2023-09-13,20:17,HIIT,32
2,2023-09-15,15:21,Cardio,44
2,2023-09-16,10:24,Cardio,47
2,2023-09-17,17:50,HIIT,24
2,2023-09-18,12:41,Yoga,30
2,2023-09-19,15:35,Strength,58
2,2023-09-20,05:23,HIIT,56
2,2023-09-21,11:15,Yoga,23
2,2023-09-22,13:40,Cardio,22
2,2023-09-24,19:48,Strength,29
2,2023-09-25,20:46,HIIT,54
2,2023-09-26,12:32,Strength,58
2,2023-09-27,14:50,Cardio,25
2,2023-09-28,07:41,Strength,52
2,2023-09-30,10:40,HIIT,47
2,2023-10-01,14:15,Yoga,53
2,2023-10-03,14:09,Cardio,41
2,2023-10-04,08:19,Cardio,34
2,2023-10-05,13:58,Cardio,58
2,2023-10-06,19:23,Strength,23
2,2023-10-07,20:40,Yoga,55
2,2023-10-08,11:17,HIIT,56
2,2023-10-09,16:56,Strength,27
2,2023-10-10,18:15,HIIT,21
2,2023-10-11,08:17,Yoga,39
2,2023-10-12,08:26,Yoga,28
2,2023-10-13,16:14,Cardio,59
2,2023-10-15,19:12,Yoga,33
2,2023-10-17,16:22,Yoga,52
2,2023-10-18,11:01,Yoga,35
2,2023-10-19,14:52,Cardio,37
2,2023-10-20,14:03,HIIT,56
2,2023-10-21,12:36,Strength,44
2,2023-10-22,05:07,Cardio,47
2,2023-10-23,10:45,Cardio,52
2,2023-10-24,17:24,Yoga,37
2,2023-10-25,13:53,Strength,52
2,2023-10-26,08:10,Strength,29
2,2023-10-27,09:36,Strength,28
2,2023-10-30,13:31,Yoga,23
2,2023-11-01,20:51,Strength,37
2,2023-11-03,18:28,Yoga,29
2,2023-11-04,17:39,Strength,24
2,2023-11-06,13:44,Strength,42
2,2023-11-07,13:46,Cardio,31
2,2023-11-08,20:19,Strength,37
2,2023-11-09,11:54,HIIT,40
2,2023-11-10,08:41,Cardio,30
2,2023-11-11,12:04,Yoga,24
2,2023-11-13,19:49,HIIT,26
2,2023-11-14,08:57,Yoga,20
2,2023-11-15,05:26,HIIT,36
2,2023-11-16,20:29,Cardio,42
2,2023-11-17,11:32,HIIT,55
2,2023-11-18,12:24,HIIT,41
2,2023-11-19,13:11,Yoga,36
2,2023-11-20,05:56,Strength,23
2,2023-11-21,19:31,Yoga,27
2,2023-11-24,13:42,Cardio,40
2,2023-11-25,18:15,Cardio,50
2,2023-11-26,08:47,HIIT,53
2,2023-11-29,11:20,Cardio,52
2,2023-11-30,08:08,Yoga,48
2,2023-12-03,16:12,Yoga,54
2,2023-12-07,19:40,Cardio,27
2,2023-12-08,20:02,Yoga,39
2,2023-12-10,15:19,HIIT,48
2,2023-12-12,11:25,Strength,41
2,2023-12-13,17:17,Strength,37
2,2023-12-14,16:28,HIIT,27
2,2023-12-15,18:08,HIIT,27
2,2023-12-16,18:53,HIIT,55
2,2023-12-17,07:21,HIIT,54
2,2023-12-19,11:53,HIIT,27
2,2023-12-21,19:56,Yoga,43
2,2023-12-23,11:49,HIIT,22
2,2023-12-24,07:01,HIIT,45
2,2023-12-25,14:06,Cardio,33
2,2023-12-27,13:25,HIIT,43
2,2023-12-28,09:12,HIIT,51
2,2023-12-29,19:07,Yoga,26
2,2023-12-30,11:52,HIIT,29
2,2023-13-01,09:11,Cardio,43
3,2023-07-03,09:50,Strength,35
3,2023-07-05,19:28,Yoga,36
3,2023-07-09,17:56,Yoga,22
3,2023-07-12,15:48,Strength,35
3,2023-07-13,17:35,Yoga,29
3,2023-07-14,19:22,Yoga,34
3,2023-07-15,08:31,Strength,42
3,2023-07-16,19:18,Strength,34
3,2023-07-17,09:29,Cardio,28
3,2023-07-18,09:34,Yoga,43
3,2023-07-20,18:53,HIIT,45
3,2023-07-21,10:37,Strength,51
3,2023-07-23,15:02,Yoga,20
3,2023-07-24,05:51,Strength,57
3,2023-07-25,12:39,Yoga,48
3,2023-07-26,13:08,Strength,46
3,2023-07-27,18:04,Yoga,43
3,2023-07-30,07:08,Strength,52
3,2023-08-01,20:19,Strength,20
3,2023-08-02,15:45,HIIT,56
3,2023-08-03,13:22,Strength,37
3,2023-08-07,17:39,Strength,31
3,2023-08-08,20:07,Cardio,30
3,2023-08-09,16:31,Strength,33
3,2023-08-10,18:25,Cardio,21
3,2023-08-12,13:01,HIIT,31
3,2023-08-13,20:58,Yoga,35
3,2023-08-14,14:19,Yoga,23
3,2023-08-17,12:43,Yoga,54
3,2023-08-19,11:05,Yoga,23
3,2023-08-24,20:35,Yoga,28
3,2023-08-25,20:39,Cardio,44
3,2023-08-27,08:53,Yoga,58
3,2023-08-28,08:01,Strength,54
3,2023-08-30,18:38,Yoga,50
3,2023-09-02,20:27,Cardio,25
3,2023-09-04,11:15,HIIT,44
3,2023-09-05,10:11,Yoga,41
3,2023-09-06,06:37,Cardio,46
3,2023-09-07,10:44,Cardio,37
3,2023-09-10,07:29,Strength,20
3,2023-09-11,20:23,Yoga,55
3,2023-09-12,07:39,HIIT,21
3,2023-09-14,11:16,Strength,58
3,2023-09-16,07:01,Yoga,53
3,2023-09-19,18:28,Strength,57
3,2023-09-20,18:10,Yoga,44
3,2023-09-21,14:02,Cardio,33
3,2023-09-22,19:48,Strength,33
3,2023-09-23,16:56,Yoga,24
3,2023-09-25,13:47,Strength,40
3,2023-09-26,15:41,Yoga,54
3,2023-09-29,19:21,Cardio,27
3,2023-09-30,19:19,HIIT,43
3,2023-10-01,13:47,Cardio,38
3,2023-10-02,16:10,Yoga,23
3,2023-10-03,14:39,Yoga,20
3,2023-10-04,08:07,Cardio,26
3,2023-10-05,18:52,Cardio,49
3,2023-10-06,07:54,HIIT,25
3,2023-10-08,05:49,Strength,20
3,2023-10-10,11:00,HIIT,28
3,2023-10-11,06:29,Strength,41
3,2023-10-13,10:14,Yoga,46
3,2023-10-15,06:52,Yoga,52
3,2023-10-16,15:59,Cardio,43
3,2023-10-17,08:05,HIIT,27
3,2023-10-20,14:54,Strength,21
3,2023-10-21,14:16,HIIT,31
3,2023-10-23,18:37,Cardio,59
3,2023-10-24,20:22,Yoga,47
3,2023-10-25,13:10,HIIT,30
3,2023-10-27,17:02,Cardio,39
3,2023-10-29,18:15,Strength,33
3,2023-10-30,10:03,Strength,55
3,2023-11-02,17:37,Strength,52
3,2023-11-03,07:38,HIIT,24
3,2023-11-04,20:45,Cardio,40
3,2023-11-07,16:33,Strength,53
3,2023-11-08,10:07,HIIT,56
3,2023-11-09,18:54,HIIT,21
3,2023-11-10,14:05,Yoga,50
3,2023-11-11,17:32,HIIT,24
3,2023-11-12,14:05,Cardio,24
3,2023-11-13,19:15,Strength,37
3,2023-11-14,08:52,HIIT,43
3,2023-11-16,19:43,Cardio,46
3,2023-11-20,11:34,HIIT,33
3,2023-11-22,08:29,HIIT,58
3,2023-11-23,17:41,Strength,49
3,2023-11-25,05:02,Yoga,41
3,2023-11-26,06:25,HIIT,52
3,2023-11-27,14:04,Cardio,40
3,2023-11-28,07:00,Yoga,57
3,2023-11-29,06:01,HIIT,33
3,2023-11-30,20:08,Cardio,38
3,2023-12-02,16:19,Strength,56
3,2023-12-04,17:06,Strength,31
3,2023-12-07,20:37,Cardio,52
3,2023-12-09,09:54,Strength,58
3,2023-12-10,20:36,HIIT,36
3,2023-12-11,14:54,Cardio,54
3,2023-12-12,17:24,Yoga,41
3,2023-12-13,06:35,Strength,36
3,2023-12-15,05:09,Yoga,21
3,2023-12-16,12:07,Yoga,20
3,2023-12-17,09:49,Cardio,53
3,2023-12-18,11:51,HIIT,37
3,2023-12-19,09:10,HIIT,58
3,2023-12-20,07:06,Strength,34
3,2023-12-21,19:36,Strength,26
3,2023-12-22,06:49,Yoga,56
3,2023-12-24,10:36,HIIT,35
3,2023-12-25,12:23,Cardio,29
3,2023-12-26,09:39,Yoga,22
3,2023-12-27,13:06,Strength,25
3,2023-12-28,11:53,Cardio,43
3,2023-12-29,12:53,Strength,37
3,2023-12-30,16:34,Yoga,39
3,2023-13-01,05:37,Strength,31
4,2023-07-02,15:57,Yoga,50
4,2023-07-04,09:43,HIIT,52
4,2023-07-06,15:46,HIIT,49
4,2023-07-07,16:11,Yoga,31
4,2023-07-09,19:33,Yoga,57
4,2023-07-10,08:35,Cardio,54
4,2023-07-11,12:12,Yoga,50
4,2023-07-12,15:53,Yoga,20
4,2023-07-13,14:13,HIIT,49
4,2023-07-14,13:13,HIIT,52
4,2023-07-17,12:32,HIIT,51
4,2023-07-18,08:27,Strength,47
4,2023-07-19,13:37,Yoga,54
4,2023-07-21,09:44,HIIT,22
4,2023-07-22,16:35,Strength,49
4,2023-07-23,19:46,HIIT,56
4,2023-07-24,06:28,Strength,29
4,2023-07-25,09:26,Strength,28
4,2023-07-26,05:28,Yoga,38
4,2023-07-27,14:05,Cardio,46
4,2023-07-28,18:39,HIIT,30
4,2023-07-29,18:56,HIIT,28
4,2023-07-30,06:38,Cardio,36
4,2023-08-01,06:31,Strength,52
4,2023-08-03,08:57,Strength,40
4,2023-08-05,14:55,Strength,24
4,2023-08-07,12:32,Strength,45
4,2023-08-08,06:56,Strength,45
4,2023-08-09,09:26,HIIT,29
4,2023-08-10,15:32,Strength,54
4,2023-08-12,19:58,Strength,46
4,2023-08-13,14:18,Strength,24
4,2023-08-14,13:03,Cardio,21
4,2023-08-17,15:32,Cardio,56
4,2023-08-19,15:49,Yoga,34
4,2023-08-24,11:44,Yoga,35
4,2023-08-26,18:18,Yoga,51
4,2023-08-27,15:46,Cardio,36
4,2023-08-28,08:19,Strength,36
4,2023-08-29,07:31,HIIT,23
4,2023-09-01,16:17,Cardio,26
4,2023-09-02,16:26,HIIT,38
4,2023-09-03,15:31,Cardio,41
4,2023-09-04,09:41,Cardio,57
4,2023-09-06,20:42,Yoga,36
4,2023-09-07,06:34,Cardio,43
4,2023-09-08,20:24,Yoga,32
4,2023-09-10,10:14,HIIT,21
4,2023-09-11,06:30,Cardio,25
4,2023-09-15,19:09,HIIT,53
4,2023-09-16,11:42,HIIT,33
4,2023-09-17,15:36,Cardio,43
4,2023-09-19,17:23,Yoga,36
4,2023-09-20,13:13,Cardio,23
4,2023-09-21,13:17,Cardio,31
4,2023-09-22,12:13,Strength,47
4,2023-09-25,10:52,Strength,23
4,2023-09-26,20:01,Strength,48
4,2023-09-27,13:12,Cardio,37
4,2023-09-29,14:59,HIIT,55
4,2023-09-30,11:22,Yoga,53
4,2023-10-02,20:20,Strength,38
4,2023-10-03,15:13,Cardio,28
4,2023-10-04,18:07,Yoga,55
4,2023-10-05,13:07,HIIT,46
4,2023-10-06,08:48,Strength,47
4,2023-10-07,19:10,Cardio,53
4,2023-10-08,08:21,Cardio,40
4,2023-10-10,09:19,Strength,55
4,2023-10-13,16:09,Yoga,29
4,2023-10-14,11:42,Cardio,51
4,2023-10-15,12:46,HIIT,38
4,2023-10-17,16:04,Cardio,20
4,2023-10-18,11:47,Yoga,33
4,2023-10-19,14:07,Yoga,31
4,2023-10-20,17:29,Strength,31
4,2023-10-21,08:27,Yoga,59
4,2023-10-22,08:55,Yoga,36
4,2023-10-25,16:46,Strength,27
4,2023-10-27,08:07,Yoga,43
4,2023-10-28,20:55,Cardio,37
4,2023-10-30,14:32,Cardio,49
4,2023-11-01,11:48,Cardio,28
4,2023-11-02,05:27,Yoga,55
4,2023-11-03,08:12,Yoga,41
4,2023-11-04,12:16,Strength,34
4,2023-11-05,20:07,Yoga,47
4,2023-11-07,06:34,Strength,23
4,2023-11-08,15:03,HIIT,48
4,2023-11-10,18:58,Yoga,29
4,2023-11-12,11:19,Yoga,53
4,2023-11-13,20:18,Yoga,36
4,2023-11-14,18:11,Cardio,59
4,2023-11-17,15:14,Strength,30
4,2023-11-18,09:33,Strength,28
4,2023-11-19,17:30,Strength,40
4,2023-11-20,15:36,HIIT,37
4,2023-11-21,14:00,Cardio,51
4,2023-11-22,13:00,HIIT,52
4,2023-11-23,10:02,Cardio,35
4,2023-11-25,13:47,HIIT,40
4,2023-11-27,20:50,Strength,32
4,2023-11-28,20:03,Yoga,54
4,2023-11-29,05:01,Cardio,26
4,2023-11-30,13:04,Cardio,38
4,2023-12-01,11:06,Yoga,39
4,2023-12-02,09:01,HIIT,25
4,2023-12-03,19:19,Yoga,46
4,2023-12-07,07:05,Yoga,34
4,2023-12-11,05:39,Strength,47
4,2023-12-12,06:29,Cardio,49
4,2023-12-13,19:16,HIIT,56
4,2023-12-14,20:45,HIIT,57
4,2023-12-15,14:40,HIIT,52
4,2023-12-17,14:00,Cardio,41
4,2023-12-18,18:09,Cardio,30
4,2023-12-19,07:08,Cardio,33
4,2023-12-20,08:37,Strength,34
4,2023-12-22,05:25,HIIT,58
4,2023-12-24,08:01,HIIT,22
4,2023-12-25,12:37,HIIT,58
4,2023-12-26,05:22,HIIT,28
4,2023-12-29,18:44,Cardio,48
4,2023-12-30,06:40,Cardio,55
5,2023-07-02,14:41,Yoga,23
5,2023-07-03,13:58,HIIT,53
5,2023-07-04,13:13,Strength,39
5,2023-07-05,10:35,Strength,24
5,2023-07-06,13:20,Yoga,58
5,2023-07-08,09:05,Cardio,25
5,2023-07-10,14:23,Strength,31
5,2023-07-11,18:23,Strength,29
5,2023-07-13,05:22,Strength,54
5,2023-07-14,11:24,Strength,58
5,2023-07-15,19:00,Yoga,36
5,2023-07-16,17:33,Strength,58
5,2023-07-18,13:51,Cardio,55
5,2023-07-19,06:39,HIIT,32
5,2023-07-21,11:45,HIIT,25
5,2023-07-24,10:25,Cardio,38
5,2023-07-26,16:23,HIIT,46
5,2023-07-28,10:42,Cardio,31
5,2023-07-29,12:43,Strength,41
5,2023-08-02,11:31,Strength,37
5,2023-08-03,08:48,HIIT,26
5,2023-08-04,08:50,HIIT,49
5,2023-08-05,06:13,Cardio,44
5,2023-08-08,12:59,HIIT,55
5,2023-08-09,10:21,Cardio,34
5,2023-08-12,11:38,HIIT,46
5,2023-08-13,16:46,Cardio,27
5,2023-08-14,15:34,Strength,36
5,2023-08-15,12:10,Strength,44
5,2023-08-17,14:45,HIIT,39
5,2023-08-19,07:36,HIIT,36
5,2023-08-20,06:03,Strength,25
5,2023-08-21,09:17,Yoga,34
5,2023-08-22,08:45,Yoga,35
5,2023-08-24,18:36,HIIT,27
5,2023-08-25,07:35,Yoga,37
5,2023-08-27,13:33,Yoga,40
5,2023-08-30,08:12,Cardio,36
5,2023-09-01,06:04,Cardio,26
5,2023-09-03,13:08,Cardio,41
5,2023-09-04,19:39,Cardio,28
5,2023-09-06,07:03,HIIT,47
5,2023-09-08,15:05,HIIT,52
5,2023-09-10,07:52,Yoga,50
5,2023-09-12,08:15,HIIT,53
5,2023-09-13,19:04,Strength,22
5,2023-09-14,07:01,Strength,30
5,2023-09-16,17:55,Yoga,40
5,2023-09-18,17:44,Strength,57
5,2023-09-19,17:06,HIIT,35
5,2023-09-20,08:06,Strength,42
5,2023-09-21,12:14,Cardio,27
5,2023-09-22,11:42,HIIT,20
5,2023-09-23,13:55,Strength,39
5,2023-09-24,06:59,Yoga,43
5,2023-09-25,15:08,Strength,48
5,2023-09-26,16:31,Cardio,35
5,2023-09-27,20:09,Cardio,23
5,2023-09-29,18:13,HIIT,50
5,2023-09-30,13:00,Cardio,28
5,2023-10-02,09:27,Yoga,22
5,2023-10-04,17:31,Strength,25
5,2023-10-07,08:23,HIIT,31
5,2023-10-08,20:20,Yoga,43
5,2023-10-09,08:06,HIIT,25
5,2023-10-12,06:53,HIIT,20
5,2023-10-13,10:27,HIIT,37
5,2023-10-14,19:20,HIIT,36
5,2023-10-15,05:16,Yoga,37
5,2023-10-16,16:35,HIIT,32
5,2023-10-17,20:52,Yoga,35
5,2023-10-18,14:58,Strength,30
5,2023-10-20,15:26,Cardio,29
5,2023-10-22,06:31,Strength,33
5,2023-10-23,20:03,Yoga,53
5,2023-10-24,17:59,Yoga,43
5,2023-10-25,20:42,Strength,54
5,2023-10-26,11:48,HIIT,22
5,2023-10-27,09:43,Cardio,40
5,2023-10-29,12:25,Yoga,42
5,2023-11-02,14:04,Cardio,57
5,2023-11-03,11:34,HIIT,44
5,2023-11-05,17:04,Cardio,34
5,2023-11-06,05:40,Yoga,23
5,2023-11-08,08:37,Cardio,34
5,2023-11-09,05:33,Cardio,21
5,2023-11-10,11:00,HIIT,35
5,2023-11-11,08:55,Strength,20
5,2023-11-12,06:50,HIIT,34
5,2023-11-14,13:30,Yoga,26
5,2023-11-15,11:04,HIIT,38
5,2023-11-16,16:44,Cardio,43
5,2023-11-17,08:51,Strength,25
5,2023-11-18,15:56,Yoga,46
5,2023-11-19,20:46,Yoga,28
5,2023-11-24,14:33,Cardio,46
5,2023-11-25,05:52,Cardio,37
5,2023-11-28,19:05,Yoga,56
5,2023-11-29,13:48,HIIT,58
5,2023-12-01,17:48,Cardio,36
5,2023-12-03,05:11,HIIT,50
5,2023-12-05,08:26,Yoga,48
5,2023-12-07,09:55,HIIT,37
5,2023-12-08,09:34,HIIT,32
5,2023-12-09,10:56,Cardio,38
5,2023-12-10,17:46,Cardio,46
5,2023-12-11,07:01,HIIT,55
5,2023-12-12,11:54,Strength,56
5,2023-12-14,13:25,Strength,40
5,2023-12-16,11:44,Strength,55
5,2023-12-17,11:00,Strength,36
5,2023-12-19,18:16,Strength,57
5,2023-12-20,19:42,Cardio,34
5,2023-12-21,08:58,HIIT,34
5,2023-12-22,09:21,Yoga,27
5,2023-12-23,18:38,Strength,32
5,2023-12-24,14:03,Yoga,40
5,2023-12-25,08:31,Yoga,39
5,2023-12-27,17:37,Strength,48
5,2023-12-28,07:26,Strength,24
5,2023-12-29,14:38,Yoga,26
5,2023-12-30,17:29,Strength,24
6,2023-07-03,14:16,Cardio,42
6,2023-07-04,06:01,Yoga,36
6,2023-07-07,17:49,Cardio,22
6,2023-07-08,15:49,Cardio,31
6,2023-07-09,17:23,Strength,33
6,2023-07-10,11:51,Yoga,43
6,2023-07-11,15:50,Strength,35
6,2023-07-12,16:15,Cardio,39
6,2023-07-13,13:12,Strength,50
6,2023-07-15,14:26,Cardio,38
6,2023-07-16,08:21,Strength,30
6,2023-07-17,10:50,Cardio,45
6,2023-07-18,06:21,HIIT,42
6,2023-07-19,09:16,Cardio,47
6,2023-07-20,14:39,Cardio,35
6,2023-07-21,09:25,Yoga,50
6,2023-07-22,12:15,Strength,24
6,2023-07-23,18:38,Cardio,52
6,2023-07-24,19:32,Cardio,22
6,2023-07-28,14:53,Cardio,21
6,2023-07-30,17:12,HIIT,43
6,2023-08-01,16:45,Cardio,20
6,2023-08-02,19:51,HIIT,45
6,2023-08-04,07:27,Cardio,44
6,2023-08-05,10:56,Strength,42
6,2023-08-06,09:33,Strength,53
6,2023-08-07,20:37,HIIT,24
6,2023-08-08,06:57,Cardio,54
6,2023-08-09,10:03,HIIT,57
6,2023-08-10,11:08,Strength,59
6,2023-08-11,18:03,HIIT,27
6,2023-08-12,19:37,Yoga,38
6,2023-08-13,17:14,HIIT,40
6,2023-08-14,08:13,Yoga,36
6,2023-08-16,08:35,Yoga,23
6,2023-08-17,05:19,Cardio,51
6,2023-08-18,20:58,HIIT,23
6,2023-08-19,05:19,HIIT,26
6,2023-08-20,18:29,Cardio,55
6,2023-08-21,18:53,Yoga,42
6,2023-08-23,08:52,Yoga,44
6,2023-08-24,20:14,Yoga,36
6,2023-08-25,16:30,Yoga,48
6,2023-08-26,11:30,HIIT,55
6,2023-08-27,20:04,HIIT,47
6,2023-08-28,05:07,HIIT,59
6,2023-08-29,19:01,Strength,24
6,2023-08-30,18:06,Strength,33
6,2023-09-01,13:47,Strength,47
6,2023-09-02,06:14,Strength,59
6,2023-09-03,12:32,HIIT,57
6,2023-09-05,08:55,Strength,54
6,2023-09-06,19:03,Yoga,54
6,2023-09-07,05:51,HIIT,30
6,2023-09-09,16:21,Yoga,35
6,2023-09-10,06:52,Yoga,20
6,2023-09-12,17:36,HIIT,34
6,2023-09-13,10:32,Cardio,54
6,2023-09-15,05:55,Yoga,42
6,2023-09-16,19:43,Cardio,28
6,2023-09-17,18:12,Strength,45
6,2023-09-18,15:43,HIIT,24
6,2023-09-19,16:58,Cardio,24
6,2023-09-20,17:27,Strength,55
6,2023-09-21,18:18,Yoga,25
6,2023-09-22,05:17,Yoga,29
6,2023-09-23,10:30,Yoga,30
6,2023-09-25,11:55,Strength,44
6,2023-09-27,08:40,Strength,27
6,2023-09-28,08:01,Cardio,45
6,2023-09-29,09:23,Strength,38
6,2023-10-01,17:10,Cardio,39
6,2023-10-03,17:29,HIIT,43
6,2023-10-05,20:11,HIIT,29
6,2023-10-06,17:42,Strength,50
6,2023-10-07,19:20,Cardio,20
6,2023-10-08,07:57,Yoga,35
6,2023-10-09,15:56,HIIT,57
6,2023-10-10,14:10,Yoga,50
6,2023-10-12,07:16,Strength,53
6,2023-10-13,07:25,Strength,21
6,2023-10-14,15:31,Strength,25
6,2023-10-15,11:00,Yoga,38
6,2023-10-17,15:59,Yoga,40
